3102535	¼B§»ªv	87	77	65	38	93	74	72.33
4106034	¦ó¬FÀM	75	100	80	74	88	19	72.67
4106076	¼B¤¯ªN	79	76	98	100	88	98	89.83
10027120	³¯¬f¿«	71	92	80	98	99	95	89.17
10027126	Â²»¨§Ó	76	99	94	84	77	61	81.83
10027151	¸­«ä·ì	79	95	80	72	65	96	81.17
10027168	³¯¾ÇÀM	74	70	61	84	88	61	73
10027212	´¿¶²µY	67	96	60	88	24	88	70.5
10027214	´å®Ê·ì	83	87	57	88	100	84	83.17
10027241	³¯¸[·¢	53	64	67	88	88	92	75.33
10127102	³¯«Ø¤å	64	93	86	70	97	65	79.17
10127158	§õ¨ZÀB	77	82	71	29	61	34	59
10127171	³¯±d¥­	66	61	97	68	61	74	71.17
10127228	§E«Â¾§	20	80	74	92	75	82	70.5
10127261	¤ý«Û¶v	99	60	63	63	73	20	63
10127262	®}³¥	76	70	78	68	96	35	70.5
10127263	³¯Ãý¤å	97	99	85	84	40	75	80
10220107	³¯¤H»ñ	66	23	30	83	68	98	61.33
10220135	§õ©Ó¾§	89	80	80	76	71	88	80.67
10220140	°ª¦Û¦b	27	95	92	88	39	96	72.83
10227101	¦¿°··ì	73	93	92	67	14	65	67.33
10227103	¥Ó®ËºÝ	85	69	61	68	72	80	72.5
10227104	´¿²Eµq	100	99	89	69	93	19	78.17
10227106	´¿©uªå	61	98	98	99	82	44	80.33
10227107	·¨ªÃ¾§	89	72	84	53	67	96	76.83
10227121	ªL¬F¦t	87	99	87	96	99	93	93.5
10227123	ªL©{«º	96	60	69	89	90	99	83.83
10227124	³¯¬R·_	66	83	87	86	60	41	70.5
10227129	°¨°êºÕ	84	63	90	90	73	51	75.17
10227130	©u¡@ª@	91	77	69	73	76	58	74
10227132	ÁéªQ¦ö	97	97	94	89	61	93	88.5
10227134	¦ó«~¸©	91	88	87	93	76	61	82.67
10227136	¨ô¤l§g	75	28	69	73	64	91	66.67
10227137	Â²§Ê¦t	48	72	93	65	54	76	68
10227138	¹Q©û¿²	89	80	74	71	77	64	75.83
10227141	´^±d­õ	86	80	71	86	70	94	81.17
10227146	§E°·»¨	98	60	79	81	72	72	77
10227147	¯Î»FÂE	37	81	75	64	48	62	61.17
10227148	ªL°a¦Ó	76	74	89	19	75	14	57.83
10227150	¥Õµq¤¸	100	88	92	82	73	45	80
10227151	³¯«T³ó	82	75	95	90	20	89	75.17
10227154	¦¶´­¥ß	17	100	95	80	91	84	77.83
10227201	»ñ©ú³Ç	63	80	36	80	62	82	67.17
10227202	®}»·¬P	94	87	98	80	90	66	85.83
10227205	Â²¹Å§»	30	92	70	70	74	59	65.83
10227206	¤ýÄQµ¾	65	76	80	94	87	66	78
10227207	³¯¬X¦w	84	70	85	93	63	66	76.83
10227209	¶À«Û¸Û	63	93	43	81	81	91	75.33
10227213	ªLªFÞ±	96	94	64	64	78	80	79.33
10227215	¯¬¡@»Ê	100	86	100	86	70	61	83.83
10227218	³¯«T¼Ý	94	62	91	68	73	62	75
10227219	§dñZ¥à	92	64	93	65	82	99	82.5
10227220	¶À«³¤É	89	82	97	81	84	92	87.5
10227221	¶ÀÄr¾b	89	96	78	70	61	92	81
10227223	³¯¤å¼_	95	76	75	94	87	69	82.67
10227224	®]®¶°ê	77	97	72	88	77	99	85
10227225	³¯¬R¤å	86	74	84	85	70	60	76.5
10227227	¤ýÝÂ²N	70	64	94	22	90	74	69
10227228	¶ÀÞmµ¾	100	96	81	91	96	92	92.67
10227229	®}º~¨^	49	81	90	81	76	84	76.83
10227230	°ª¯\²[	93	100	63	87	76	96	85.83
10227232	§õ¡@¦w	83	94	67	70	72	86	78.67
10227233	®}¼z¤å	71	67	84	88	66	82	76.33
10227235	­ÙÙy®p	67	96	80	75	74	37	71.5
10227237	´¿±Ò°a	94	74	90	82	43	81	77.33
10227240	ªL«iµ¾	67	91	99	97	56	86	82.67
10227246	³\´¼µú	91	84	100	37	75	71	76.33
10227254	¦¿¬Ó¿Ù	92	96	92	64	80	28	75.33
10227257	½²©öÀM	66	85	82	74	90	70	77.83
10227261	ªô«a´¼	85	73	79	61	79	99	79.33
10320129	³\ÄÖ¤§	91	71	78	76	51	71	73
10320133	´^ÝÂ¦|	60	27	70	70	64	81	62
10327101	§E¤lºÍ	100	91	72	94	67	64	81.33
10327102	§õ®¶³Ç	80	83	72	99	88	90	85.33
10327103	§õ©yã¸	99	57	98	96	84	60	82.33
10327106	ªL«Å¦ö	64	89	95	71	97	66	80.33
10327107	¥î©µ®f	99	87	94	63	57	77	79.5
10327108	©P·¡¶³	65	62	94	70	99	76	77.67
10327109	¤B±o®¦	67	94	64	67	73	77	73.67
10327110	¶À¥i¦|	87	79	52	93	90	79	80
10327111	§õ¨Ê®i	53	91	70	95	90	100	83.17
